# Data taken from https://www.pokewiki.de/
german,path,rn,generation,color,english,ep_to_100,gender,size,types,weight,attack,speed,hp,attack_special,defense_special,defense
Trombork,https://www.pokewiki.de/Trombork,709,6. Generation‍,Braun,Trevenant,1.000.000,50% ♂ 50% ♀,"1,5 m",Geist Pflanze,"71,0 kg",110,56,85,65,82,76
Irrbis,https://www.pokewiki.de/Irrbis,710,6. Generation‍,Braun,Pumpkaboo,1.000.000,50% ♂ 50% ♀,"S = 0,3 mM = 0,4 m
L = 0,5 m
XL = 0,8 m",Geist Pflanze,"S = 3,5 kgM = 5,0 kg
L = 7,5 kg
XL = 15,0 kg",66,56,44,44,55,70
Pumpdjinn,https://www.pokewiki.de/Pumpdjinn,711,6. Generation‍,Braun,Gourgeist,1.000.000,50% ♂ 50% ♀,"S = 0,7 mM = 0,9 mL = 1,1 mXL = 1,7 m",Geist Pflanze,"S = 9,5 kgM = 12,5 kgL = 14,0 kgXL = 39,0 kg",85,99,55,58,75,122
Arktip,https://www.pokewiki.de/Arktip,712,6. Generation‍,Blau,Bergmite,1.000.000,50% ♂ 50% ♀,"1,0 m",Eis,"99,5 kg",69,28,55,32,35,85
Arktilas,https://www.pokewiki.de/Arktilas,713,6. Generation‍,Blau,Avalugg,1.000.000,50% ♂ 50% ♀,"2,0 m",Eis,"505,0 kg",117,28,95,44,46,184
EF-eM,https://www.pokewiki.de/EF-eM,714,6. Generation‍,Violett,Noibat,1.000.000,50% ♂ 50% ♀,"0,5 m",Flug Drache,"8,0 kg",30,55,40,45,40,35
UHaFnir,https://www.pokewiki.de/UHaFnir,715,6. Generation‍,Violett,Noivern,1.000.000,50% ♂ 50% ♀,"1,5 m",Flug Drache,"85,0 kg",70,123,85,97,80,80
Xerneas,https://www.pokewiki.de/Xerneas,716,6. Generation‍,Blau,Xerneas,1.250.000,—,"3,0 m",Fee,"215,0 kg",131,99,126,131,98,95
Yveltal,https://www.pokewiki.de/Yveltal,717,6. Generation‍,Rot,Yveltal,1.250.000,—,"5,8 m",Unlicht Flug,"203,0 kg",131,99,126,131,98,95
Zygarde,https://www.pokewiki.de/Zygarde,718,6. Generation‍,Grün,Zygarde,1.250.000,—,"5,0 m (50%-Zygarde)1,2 m (10%-Zygarde)4,5 m (Optimum-Zygarde)",Drache Boden,"305,0 kg (50%-Zygarde)33,5 kg (10%-Zygarde)610,0 kg (Optimum-Zygarde)",100,115,54,61,85,71
Diancie,https://www.pokewiki.de/Diancie,719,6. Generation‍,Rosa,Diancie,1.250.000,—,"0,7 m1,1 m (Mega)",Gestein Fee,"8,8 kg27,8 kg (Mega)",100,50,50,100,150,150
Hoopa,https://www.pokewiki.de/Hoopa,720,6. Generation‍,Violett,Hoopa,1.250.000,—,"0,5 m (Gebannte Form)6,5 m (Entfesselte Form)",Psycho Geist Psycho Unlicht (Entfesselt),"9,0 kg (Gebannte Form)490,0 kg (Entfesselte Form)",110,70,80,150,130,60
Volcanion,https://www.pokewiki.de/Volcanion,721,6. Generation‍,Braun,Volcanion,1.250.000,—,"1,7 m",Feuer Wasser,"195,0 kg",110,70,80,130,90,120
Bauz,https://www.pokewiki.de/Bauz,722,7. Generation,Braun,Rowlet,1.059.860,"87,5% ♂ 12,5% ♀","0,3 m",Pflanze Flug,"1,5 kg",55,42,68,50,50,55
Arboretoss,https://www.pokewiki.de/Arboretoss,723,7. Generation,Braun,Dartrix,1.059.860,"87,5% ♂ 12,5% ♀","0,7 m",Pflanze Flug,"16,0 kg",75,52,78,70,70,75
Silvarro,https://www.pokewiki.de/Silvarro,724,7. Generation,Braun,Decidueye,1.059.860,"87,5% ♂ 12,5% ♀","1,6 m",Pflanze Geist,"36,6 kg",107,70,78,100,100,75
Flamiau,https://www.pokewiki.de/Flamiau,725,7. Generation,Rot,Litten,1.059.860,"87,5% ♂ 12,5% ♀","0,4 m",Feuer,"4,3 kg",65,70,45,60,40,40
Miezunder,https://www.pokewiki.de/Miezunder,726,7. Generation,Rot,Torracat,1.059.860,"87,5% ♂ 12,5% ♀","0,7 m",Feuer,"25,0 kg",85,90,65,80,50,50
Fuegro,https://www.pokewiki.de/Fuegro,727,7. Generation,Rot,Incineroar,1.059.860,"87,5% ♂ 12,5% ♀","1,8 m",Feuer Unlicht,"83,0 kg",115,60,95,80,90,90
Robball,https://www.pokewiki.de/Robball,728,7. Generation,Blau,Popplio,1.059.860,"87,5% ♂ 12,5% ♀","0,4 m",Wasser,"7,5 kg",54,40,50,66,56,54
Marikeck,https://www.pokewiki.de/Marikeck,729,7. Generation,Blau,Brionne,1.059.860,"87,5% ♂ 12,5% ♀","0,6 m",Wasser,"17,5 kg",69,50,60,91,81,69
Primarene,https://www.pokewiki.de/Primarene,730,7. Generation,Blau,Primarina,1.059.860,"87,5% ♂ 12,5% ♀","1,8 m",Wasser Fee,"44,0 kg",74,60,80,126,116,74
Peppeck,https://www.pokewiki.de/Peppeck,731,7. Generation,Schwarz,Pikipek,1.000.000,50% ♂ 50% ♀,"0,3 m",Normal Flug,"1,2 kg",75,65,35,30,30,30
Trompeck,https://www.pokewiki.de/Trompeck,732,7. Generation,Schwarz,Trumbeak,1.000.000,50% ♂ 50% ♀,"0,6 m",Normal Flug,"14,8 kg",85,75,55,40,50,50
Tukanon,https://www.pokewiki.de/Tukanon,733,7. Generation,Schwarz,Toucannon,1.000.000,50% ♂ 50% ♀,"1,1 m",Normal Flug,"26,0 kg",120,60,80,75,75,75
Mangunior,https://www.pokewiki.de/Mangunior,734,7. Generation,Braun,Yungoos,1.000.000,50% ♂ 50% ♀,"0,4 m",Normal,"6,0 kg",70,45,48,30,30,30
Manguspektor,https://www.pokewiki.de/Manguspektor,735,7. Generation,Braun,Gumshoos,1.000.000,50% ♂ 50% ♀,"0,7 m",Normal,"14,2 kg",110,45,88,55,60,60
Mabula,https://www.pokewiki.de/Mabula,736,7. Generation,Grau,Grubbin,1.000.000,50% ♂ 50% ♀,"0,4 m",Käfer,"4,4 kg",62,46,47,55,45,45
Akkup,https://www.pokewiki.de/Akkup,737,7. Generation,Grün,Charjabug,1.000.000,50% ♂ 50% ♀,"0,5 m",Käfer Elektro,"10,5 kg",82,36,57,55,75,95
Donarion,https://www.pokewiki.de/Donarion,738,7. Generation,Blau,Vikavolt,1.000.000,50% ♂ 50% ♀,"1,5 m",Käfer Elektro,"45,0 kg",70,43,77,145,75,90
Krabbox,https://www.pokewiki.de/Krabbox,739,7. Generation,Violett,Crabrawler,1.000.000,50% ♂ 50% ♀,"0,6 m",Kampf,"7,0 kg",82,63,47,42,47,57
Krawell,https://www.pokewiki.de/Krawell,740,7. Generation,Weiß,Crabominable,1.000.000,50% ♂ 50% ♀,"1,7 m",Kampf Eis,"180,0 kg",132,43,97,62,67,77
Choreogel,https://www.pokewiki.de/Choreogel,741,7. Generation,Rot,Oricorio,1.000.000,25% ♂ 75% ♀,"0,6 m",Feuer Flug (Flamenco-Stil)Elektro Flug (Cheerleading-Stil)Psycho Flug (Hula-Stil)Geist Flug (Buyo-Stil),"3,4 kg",70,93,75,98,70,70
Wommel,https://www.pokewiki.de/Wommel,742,7. Generation,Gelb,Cutiefly,1.000.000,50% ♂ 50% ♀,"0,1 m",Käfer Fee,"0,2 kg",45,84,40,55,40,40
Bandelby,https://www.pokewiki.de/Bandelby,743,7. Generation,Gelb,Ribombee,1.000.000,50% ♂ 50% ♀,"0,2 m",Käfer Fee,"0,5 kg",55,124,60,95,70,60
Wuffels,https://www.pokewiki.de/Wuffels,744,7. Generation,Braun,Rockruff,1.000.000,50% ♂ 50% ♀,"0,5 m",Gestein,"9,2 kg",65,60,45,30,40,40
Wolwerock,https://www.pokewiki.de/Wolwerock,745,7. Generation,Braun,Lycanroc,1.000.000,50% ♂ 50% ♀,"0,8 m (Tag- und Zwielichtform)1,1 m (Nachtform)",Gestein,"25,0 kg",115,112,75,55,65,65
Lusardin,https://www.pokewiki.de/Lusardin,746,7. Generation,Blau,Wishiwashi,800.000,50% ♂ 50% ♀,"0,2 m (Einzel)8,2 m (Schwarm)",Wasser,"0,3 kg (Einzel)78,6 kg (Schwarm)",20,40,45,25,25,20
Garstella,https://www.pokewiki.de/Garstella,747,7. Generation,Blau,Mareanie,1.000.000,50% ♂ 50% ♀,"0,4 m",Gift Wasser,"8,0 kg",53,45,50,43,52,62
Aggrostella,https://www.pokewiki.de/Aggrostella,748,7. Generation,Blau,Toxapex,1.000.000,50% ♂ 50% ♀,"0,7 m",Gift Wasser,"14,5 kg",63,35,50,53,142,152
Pampuli,https://www.pokewiki.de/Pampuli,749,7. Generation,Braun,Mudbray,1.000.000,50% ♂ 50% ♀,"1,0 m",Boden,"110,0 kg",100,45,70,45,55,70
Pampross,https://www.pokewiki.de/Pampross,750,7. Generation,Braun,Mudsdale,1.000.000,50% ♂ 50% ♀,"2,5 m",Boden,"920,0 kg",125,35,100,55,85,100
Araqua,https://www.pokewiki.de/Araqua,751,7. Generation,Grün,Dewpider,1.000.000,50% ♂ 50% ♀,"0,3 m",Wasser Käfer,"4,0 kg",40,27,38,40,72,52
Aranestro,https://www.pokewiki.de/Aranestro,752,7. Generation,Grün,Araquanid,1.000.000,50% ♂ 50% ♀,"1,8 m",Wasser Käfer,"82,0 kg",70,42,68,50,132,92
Imantis,https://www.pokewiki.de/Imantis,753,7. Generation,Rosa,Fomantis,1.000.000,50% ♂ 50% ♀,"0,3 m",Pflanze,"1,5 kg",55,35,40,50,35,35
Mantidea,https://www.pokewiki.de/Mantidea,754,7. Generation,Rosa,Lurantis,1.000.000,50% ♂ 50% ♀,"0,9 m",Pflanze,"18,5 kg",105,45,70,80,90,90
Bubungus,https://www.pokewiki.de/Bubungus,755,7. Generation,Violett,Morelull,1.000.000,50% ♂ 50% ♀,"0,2 m",Pflanze Fee,"1,5 kg",35,15,40,65,75,55
Lamellux,https://www.pokewiki.de/Lamellux,756,7. Generation,Violett,Shiinotic,1.000.000,50% ♂ 50% ♀,"1,0 m",Pflanze Fee,"11,5 kg",45,30,60,90,100,80
Molunk,https://www.pokewiki.de/Molunk,757,7. Generation,Schwarz,Salandit,1.000.000,"87,5% ♂ 12,5% ♀","0,6 m",Gift Feuer,"4,8 kg",44,77,48,71,40,40
Amfira,https://www.pokewiki.de/Amfira,758,7. Generation,Schwarz,Salazzle,1.000.000,100% ♀,"1,2 m",Gift Feuer,"22,2 kg",64,117,68,111,60,60
Velursi,https://www.pokewiki.de/Velursi,759,7. Generation,Rosa,Stufful,1.000.000,50% ♂ 50% ♀,"0,5 m",Normal Kampf,"6,8 kg",75,50,70,45,50,50
Kosturso,https://www.pokewiki.de/Kosturso,760,7. Generation,Rosa,Bewear,1.000.000,50% ♂ 50% ♀,"2,1 m",Normal Kampf,"135,0 kg",125,60,120,55,60,80
Frubberl,https://www.pokewiki.de/Frubberl,761,7. Generation,Violett,Bounsweet,1.059.860,100% ♀,"0,3 m",Pflanze,"3,2 kg",30,32,42,30,38,38
Frubaila,https://www.pokewiki.de/Frubaila,762,7. Generation,Violett,Steenee,1.059.860,100% ♀,"0,7 m",Pflanze,"8,2 kg",40,62,52,40,48,48
Fruyal,https://www.pokewiki.de/Fruyal,763,7. Generation,Violett,Tsareena,1.059.860,100% ♀,"1,2 m",Pflanze,"21,4 kg",120,72,72,50,98,98
Curelei,https://www.pokewiki.de/Curelei,764,7. Generation,Grün,Comfey,800.000,25% ♂ 75% ♀,"0,1 m",Fee,"0,3 kg",52,100,51,82,110,90
Kommandutan,https://www.pokewiki.de/Kommandutan,765,7. Generation,Weiß,Oranguru,1.250.000,50% ♂ 50% ♀,"1,5 m",Normal Psycho,"76,0 kg",60,60,90,90,110,80
Quartermak,https://www.pokewiki.de/Quartermak,766,7. Generation,Weiß,Passimian,1.250.000,50% ♂ 50% ♀,"2,0 m",Kampf,"82,8 kg",120,80,100,40,60,90
Reißlaus,https://www.pokewiki.de/Rei%C3%9Flaus,767,7. Generation,Grau,Wimpod,1.000.000,50% ♂ 50% ♀,"0,5 m",Käfer Wasser,"12,0 kg",35,80,25,20,30,40
Tectass,https://www.pokewiki.de/Tectass,768,7. Generation,Grau,Golisopod,1.000.000,50% ♂ 50% ♀,"2,0 m",Käfer Wasser,"108,0 kg",125,40,75,60,90,140
Sankabuh,https://www.pokewiki.de/Sankabuh,769,7. Generation,Braun,Sandygast,1.000.000,50% ♂ 50% ♀,"0,5 m",Geist Boden,"70,0 kg",55,15,55,70,45,80
Colossand,https://www.pokewiki.de/Colossand,770,7. Generation,Braun,Palossand,1.000.000,50% ♂ 50% ♀,"1,3 m",Geist Boden,"250,0 kg",75,35,85,100,75,110
Gufa,https://www.pokewiki.de/Gufa,771,7. Generation,Schwarz,Pyukumuku,800.000,50% ♂ 50% ♀,"0,3 m",Wasser,"1,2 kg",60,5,55,30,130,130
Typ:Null,https://www.pokewiki.de/Typ%3ANull,772,7. Generation,Grau,Type: Null,1.250.000,—,"1,9 m",Normal,"120,5 kg",95,59,95,95,95,95
Amigento,https://www.pokewiki.de/Amigento,773,7. Generation,Grau,Silvally,1.250.000,—,"2,3 m",Normal  (variabel) (variiert je nach Typ des getragenen Items),"100,5 kg",95,95,95,95,95,95
Meteno,https://www.pokewiki.de/Meteno,774,7. Generation,Braun,Minior,1.059.860,—,"0,3 m",Gestein Flug,"40,0 kg (Meteorform)0,3 kg (Farbige Kerne)",60,60,60,60,100,100
Koalelu,https://www.pokewiki.de/Koalelu,775,7. Generation,Blau,Komala,1.250.000,50% ♂ 50% ♀,"0,4 m",Normal,"19,9 kg",115,65,65,75,95,65
Tortunator,https://www.pokewiki.de/Tortunator,776,7. Generation,Rot,Turtonator,1.000.000,50% ♂ 50% ♀,"2,0 m",Feuer Drache,"212,0 kg",78,36,60,91,85,135
Togedemaru,https://www.pokewiki.de/Togedemaru,777,7. Generation,Grau,Togedemaru,1.000.000,50% ♂ 50% ♀,"0,3 m",Elektro Stahl,"3,3 kg",98,96,65,40,73,63
Mimigma,https://www.pokewiki.de/Mimigma,778,7. Generation,Gelb,Mimikyu,1.000.000,50% ♂ 50% ♀,"0,2 m",Geist Fee,"0,7 kg",90,96,55,50,105,80
Knirfish,https://www.pokewiki.de/Knirfish,779,7. Generation,Rosa,Bruxish,1.000.000,50% ♂ 50% ♀,"0,9 m",Wasser Psycho,"19,0 kg",105,92,68,70,70,70
Sen-Long,https://www.pokewiki.de/Sen-Long,780,7. Generation,Weiß,Drampa,1.000.000,50% ♂ 50% ♀,"3,0 m",Normal Drache,"185,0 kg",60,36,78,135,91,85
Moruda,https://www.pokewiki.de/Moruda,781,7. Generation,Grün,Dhelmise,1.000.000,—,"3,9 m",Geist Pflanze,"210,0 kg",131,40,70,86,90,100
Miniras,https://www.pokewiki.de/Miniras,782,7. Generation,Grau,Jangmo-o,1.250.000,50% ♂ 50% ♀,"0,6 m",Drache,"29,7 kg",55,45,45,45,45,65
Mediras,https://www.pokewiki.de/Mediras,783,7. Generation,Grau,Hakamo-o,1.250.000,50% ♂ 50% ♀,"1,2 m",Drache Kampf,"47,0 kg",75,65,55,65,70,90
Grandiras,https://www.pokewiki.de/Grandiras,784,7. Generation,Grau,Kommo-o,1.250.000,50% ♂ 50% ♀,"1,6 m",Drache Kampf,"78,2 kg",110,85,75,100,105,125
Kapu-Riki,https://www.pokewiki.de/Kapu-Riki,785,7. Generation,Gelb,Tapu Koko,1.250.000,—,"1,8 m",Elektro Fee,"20,5 kg",115,130,70,95,75,85
Kapu-Fala,https://www.pokewiki.de/Kapu-Fala,786,7. Generation,Rosa,Tapu Lele,1.250.000,—,"1,2 m",Psycho Fee,"18,6 kg",85,95,70,130,115,75
Kapu-Toro,https://www.pokewiki.de/Kapu-Toro,787,7. Generation,Rot,Tapu Bulu,1.250.000,—,"1,9 m",Pflanze Fee,"45,5 kg",130,75,70,85,95,115
Kapu-Kime,https://www.pokewiki.de/Kapu-Kime,788,7. Generation,Violett,Tapu Fini,1.250.000,—,"1,3 m",Wasser Fee,"21,2 kg",75,85,70,95,130,115
Cosmog,https://www.pokewiki.de/Cosmog,789,7. Generation,Blau,Cosmog,1.250.000,—,"0,2 m",Psycho,"0,1 kg",29,37,43,29,31,31
Cosmovum,https://www.pokewiki.de/Cosmovum,790,7. Generation,Blau,Cosmoem,1.250.000,—,"0,1 m",Psycho,"999,9 kg",29,37,43,29,131,131
Solgaleo,https://www.pokewiki.de/Solgaleo,791,7. Generation,Weiß,Solgaleo,1.250.000,—,"3,4 m",Psycho Stahl,"230,0 kg",137,97,137,113,89,107
Lunala,https://www.pokewiki.de/Lunala,792,7. Generation,Violett,Lunala,1.250.000,—,"4,0 m",Psycho Geist,"120,0 kg",113,97,137,137,107,89
Anego,https://www.pokewiki.de/Anego,793,7. Generation,Weiß,Nihilego,1.250.000,—,"1,2 m",Gestein Gift,"55,5 kg",53,103,109,127,131,47
Masskito,https://www.pokewiki.de/Masskito,794,7. Generation,Rot,Buzzwole,1.250.000,—,"2,4 m",Käfer Kampf,"333,6 kg",139,79,107,53,53,139
Schabelle,https://www.pokewiki.de/Schabelle,795,7. Generation,Weiß,Pheromosa,1.250.000,—,"1,8 m",Käfer Kampf,"25,0 kg",137,151,71,137,37,37
Voltriant,https://www.pokewiki.de/Voltriant,796,7. Generation,Schwarz,Xurkitree,1.250.000,—,"3,8 m",Elektro,"100,0 kg",89,83,83,173,71,71
Kaguron,https://www.pokewiki.de/Kaguron,797,7. Generation,Grün,Celesteela,1.250.000,—,"9,2 m",Stahl Flug,"999,9 kg",101,61,97,107,101,103
Katagami,https://www.pokewiki.de/Katagami,798,7. Generation,Weiß,Kartana,1.250.000,—,"0,3 m",Pflanze Stahl,"0,1 kg",181,109,59,59,31,131
Schlingking,https://www.pokewiki.de/Schlingking,799,7. Generation,Schwarz,Guzzlord,1.250.000,—,"5,5 m",Unlicht Drache,"888,0 kg",101,43,223,97,53,53
Necrozma,https://www.pokewiki.de/Necrozma,800,7. Generation,Schwarz,Necrozma,1.250.000,—,"2,4 m3,8 m (Abendmähne)4,0 m (Morgenschwingen)",Psycho   Psycho Stahl (Abendmähne) Psycho Geist (Morgenschwingen),"230,0 kg460,0 kg (Abendmähne)350,0 kg (Morgenschwingen)",107,79,97,127,89,101
Magearna,https://www.pokewiki.de/Magearna,801,7. Generation,Grau,Magearna,1.250.000,—,"1,0 m",Stahl Fee,"80,5 kg",95,65,80,130,115,115
Marshadow,https://www.pokewiki.de/Marshadow,802,7. Generation,Grau,Marshadow,1.250.000,—,"0,7 m",Kampf Geist,"22,2 kg",125,125,90,90,90,80
